Growth over next 10 years,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
Argentina,0,0,0,0,0,0,0,0,0,0,0,0.140378971,0.280955005,0.421728379,0.562699368,0.703868251,0.845235306,0.98680081,1.128565042,1.270528281,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.173721819,1.737349047,0.738670227,0.725009861,0.067336085,-0.223493983,1.706253653,2.442838518,2.698815029,3.922786941,3.737732195,3.392774531,5.548048679,6.089573903,5.359838884,4.58980054,4.02356459,3.420002173,4.209882194,3.609992957,4.650381646,1.728403362,1.033914193,1.772968011,1.37628431,2.837284704,0.790678666,1.606576416,1.204597768,1.453231006,0.759447866,3.013836407,2.983696849,1.615051987,3.518464294,2.725319985,3.660211619,2.233052775,-0.094962601,-1.430996975,-1.933261832,-2.693420122,-1.682721707,-1.521574627,-1.245533136,-1.073918507,-1.000380941,0.061828813,2.097086071,2.097681867,2.791907522,4.3038703,3.062920227,3.054252142,1.770928827,0.886248772,-0.132794041,-0.618587306,-0.498699616,0.097948877,-0.181735249,-0.055303633,-0.520088117,-0.481576008,0.235674734,1.529236838,2.024254006,1.509349558,1.856359424,1.111549534,1.835867682,2.132899126,2.581049224,1.975508813,1.856539616,1.666260636,0.967996103,1.52799621,0.812153521,1.820389726,1.267823878,0.755611491,0.875418264,0.392300363,1.113061798,1.47767952,1.896630386,1.157520443,1.787839813,2.022213262,1.839851726,1.620894247,1.472360247,3.03959951,2.806766242,2.475456197,2.844943264,3.464954962,2.972979396,1.986506992,1.908798372,2.269549576,1.487683981,1.330958046,0.950650406,0.014607088,-0.481704833,-0.417681457,-0.711300978,-1.349532718,-0.626031676,-0.97355272,-0.817903091,-2.197273498,-2.518483149,-0.936470553,0.339859208,0.532044859,0.933155297,1.410887418,1.27428105,1.839637022,2.454324676,2.881211262,3.025535481,1.540778085,-0.562766933,-0.27088569,0.024656965,1.211574628,1.478978419,1.516244576,1.787606997,2.223768519,3.200940568,4.551744933
Armenia,0,0,0,0,0,0,0,0,0,0,0,0.037007036,0.074027767,0.111062199,0.148110335,0.185172183,0.222247745,0.259337029,0.296440038,0.333556777,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,0.370687253,-0.083255523,1.43145576,0.978846243,0.187479559,0.086674746,-0.846816335,-0.004711669,1.193750947,2.440215509,1.588388791,2.978938765,1.209883516,1.870168756,3.224584486,3.04312251,4.207932703,4.130794516,2.103836417,1.821061326,1.369200987,-0.058298776,-0.287913792,0.330548469,0.111853219,0.982698692,-0.060101038,-0.117272981,1.096514062,-0.376374579,1.13735127,1.293660285,-0.117321578,-2.760923359,-4.854725493,-5.939284691,-5.662280474,-5.605690659,-5.283380847,-4.048696721,-3.523208483,-2.424916614,0.180744468,2.855987552,5.602670769,6.59900908,7.227331925,6.171714258,5.679555571,5.726243739,6.262642268,6.076002443,6.036978772,5.126833172,4.668656818,3.765188789,3.475442184,3.440332092,2.864069647,1.771886014,0.227283566,-0.618540397,-0.363403285,0.888381153,1.37887607,2.62771203,2.692745686,3.35729177,3.818020365,4.333454796,5.206824008,6.186467379,5.101579726,4.397011545,3.180443085,3.105110453,3.650698176,3.308942811,2.676038214,3.495380681,3.296517543,2.930930144,3.262984272,3.20614278,3.57569533,3.518066573,3.295592083,3.144934562,4.279026207,3.27041783,2.672773863,2.591654325,2.317128412,1.914244547,1.648190508,0.836243891,0.594581072,0.713528577,0.143752141,-0.014372197,0.051571962,6.75951E-05,-0.099872183,-0.130304954,0.099700371,-0.141186082,-1.476864109,-6.576078324,-7.154964054,-6.306670072,-5.424224126,-5.082357084,-4.720203857,-4.058924364,-3.755118019,-2.802438372,-0.452995286,6.435780531,8.389315827,8.579256434,9.1087861,9.806885666,10.83559848,10.73701203,8.593281385,8.082167415,7.42892581
Aruba,0,0,0,0,0,0,0,0,0,0,0,0.065882592,0.131808589,0.19777802,0.263790914,0.329847298,0.395947202,0.462090655,0.528277684,0.594508319,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.838372412,1.016275546,1.194492544,1.37302396,1.551870348,1.731032265,1.910510266,2.090304909,2.270416753,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,3.005819426,3.564816097,4.130392219,4.707062388,5.296835911,5.90332101,6.524733108,7.148010686,7.756043487,8.339336555,8.294834776,8.211151757,8.125997357,8.084694066,8.114399403,8.238692426,9.110804698,10.2272685,10.60616008,9.95981546,9.523761331,8.732738665,8.032895325,7.451291629,6.366010134,5.215318804,4.127033702,2.782401946,1.605690883,1.675088004,1.030479305,0.523820639,0.198084655,0.433635091,0.539840405,0.565932401,0.060846702,-0.974569845,-1.778368043,-2.685616845,-1.629024291
Australia,0.215599861,0.215599861,0.215599861,0.215599861,0.215599861,0.215599861,0.215599861,0.215599861,0.215599861,0.215599861,0.215599861,0.284461001,0.553232737,0.867274673,1.39601509,1.851789619,2.021054722,2.304994699,2.537026144,3.070716269,5.059286139,5.310591203,5.23855008,4.926431494,4.885270293,6.404285612,6.018769225,6.200896468,5.805210562,4.506952059,4.936903096,2.942394778,1.774212534,3.254969949,4.05863366,2.383158739,3.594647173,4.621215852,6.174363455,6.785324623,3.697575093,7.180042234,9.908632129,9.278863639,6.465724813,5.609234273,6.659863076,3.810654719,0.80194243,3.533942309,3.895058408,1.974743395,-0.035658336,-0.970219383,0.944474291,0.995003409,-0.707425993,1.442877261,3.228813794,0.423832271,1.237551492,1.469862803,2.635469651,3.424684004,2.848887354,4.126394883,3.490675389,2.645153955,3.085556012,3.116558433,2.730936988,3.050790274,1.348131211,1.586127309,1.16002931,0.666100683,0.776312729,1.386092936,0.51698455,1.219498025,0.394940177,0.465202297,-0.16662542,-1.863552326,-1.326731375,-2.347300318,-1.598956156,-2.987496558,-1.45112378,-2.098780727,-1.044481593,-1.933634836,-0.441205585,0.951685735,1.32366177,2.074114211,2.035095289,3.04535618,1.891273733,2.635934925,2.643504851,2.889335031,2.921993157,2.379323724,1.586319921,1.350319767,0.793940037,0.372100753,-0.196837371,-0.545291954,-0.88730823,-0.384654557,-0.068442888,0.068083111,0.751261706,1.266077398,1.339458121,1.469866173,1.709938153,1.104304652,-0.120856688,-1.197140896,-1.034091833,-0.694706121,-0.680488738,-0.432406019,-0.10223726,0.358281055,0.769854437,1.055388505,2.734168233,4.541980213,5.100642961,4.751178497,3.821158614,2.664352419,1.802819252,1.494421717,1.700481745,2.157907824,1.856729388,1.012001171,-0.117352145,-0.259506219,0.567410824,1.500087795,2.087384316,1.957700788,1.772161751,1.774413501,1.721396886,1.43053881,1.982497102,2.276493762,2.372139683,2.375726587,2.362838753,2.866734772,2.987481741,2.968954202,3.181034477,3.57051485,3.229603829,3.19835063,2.803007331,2.636885495,2.845858871,2.355507013,2.133509136,2.162941745,1.828345712,1.779635967,1.49641501,0.979684814,1.449742068,1.672543287,1.438661795,1.787906314,1.906299227,1.786042039,1.72854093,1.441021864,1.862727447,2.271366904,2.016632944,1.948370001,2.136131499,2.119971591,2.268837836,2.279761189,2.362607578,2.754957652,2.737497714,2.777638866,2.621427069,2.541308545,2.416562269,2.391877233,2.031529858,1.724917432,1.780268543,1.612253602
Austria,0.387963666,0.387963666,0.387963666,0.387963666,0.387963666,0.387963666,0.387963666,0.387963666,0.387963666,0.387963666,0.387963666,0.509568536,0.631320712,0.753220372,0.875267695,0.997462861,1.119806047,1.242297433,1.364937199,1.487725525,1.610662591,1.551348168,1.492068369,1.432823174,1.373612564,1.314436517,1.255295013,1.196188033,1.137115556,1.078077563,1.019074032,1.025352192,1.031630742,1.037909683,1.044189013,1.050468734,1.056748845,1.063029347,1.069310238,1.075591521,1.081873193,1.070089321,1.058306823,1.046525698,1.034745946,1.022967568,1.011190563,0.999414931,0.987640672,0.975867785,0.964096271,0.936316305,0.908543983,0.880779302,0.85302226,0.825272856,0.797531087,0.769796951,0.742070446,0.71435157,0.68664032,1.252063152,1.190575457,0.814619015,1.119603778,1.033147356,1.122587724,1.326827627,1.523146392,1.318248255,1.324170145,1.028092773,1.017719554,1.668382876,1.49499922,1.383453331,1.483619135,1.826127962,1.474444077,1.451548801,1.849603566,1.788168014,1.930021362,1.567630893,1.856770281,2.17377853,1.985080202,1.498636612,2.062337956,2.354469859,1.885070054,1.563396877,1.731603706,1.756612637,1.338622089,1.623944431,1.854753426,2.252639533,1.738927501,1.494626008,1.554870168,1.825032834,1.932108317,1.80957109,-0.144798992,-1.405601674,-1.793178933,-2.456074972,-2.54254503,-3.627806158,-3.05647556,-2.36049734,-1.953656629,-1.96317353,0.9563284,2.411785037,2.64990559,3.087565555,3.652495042,5.053692281,4.04333442,2.179136096,0.213975633,-0.031885607,-1.030401666,-1.459238242,-1.299113862,-1.045440689,-0.27061032,1.025751031,0.995801249,2.521506088,3.083590636,3.675256577,2.930040558,-5.086237864,-4.167631941,-3.691365464,-2.495936285,-2.157647872,-0.658544671,-0.629251488,-0.039266907,0.176683745,1.811251465,11.34975192,10.67905608,10.18824219,7.887886987,6.272805694,5.80924472,5.599110793,5.766371633,5.677140705,5.207186309,4.34779094,4.160123328,3.79591306,3.853071583,4.200132365,4.105587608,4.096898118,4.478752304,4.569658682,4.416625482,4.178489334,4.165764869,4.404014361,3.975599663,3.94739582,3.507109009,3.007347638,2.628450958,2.509052208,2.162904974,2.39225997,2.141640005,1.835003091,2.153935305,1.979325957,2.074079499,2.340356481,2.273801727,1.901532301,2.087642492,2.036571207,2.058756849,2.077656234,2.136390999,2.062468996,2.047952657,1.872622064,1.829634602,1.991320252,1.993254472,2.02249035,2.090646537,2.246928562,1.999680278,1.265819797,1.130365701,1.300485623
Azerbaijan,0.010220534,0.010220534,0.010220534,0.010220534,0.010220534,0.010220534,0.010220534,0.010220534,0.010220534,0.010220534,0.010220534,0.06294467,0.115696601,0.168476342,0.221283908,0.274119314,0.326982574,0.379873703,0.432792715,0.485739625,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.538714449,0.080313491,1.59375026,1.136679262,0.340367786,0.235705148,-0.702845225,0.136781845,1.333195738,2.577587393,1.720859505,3.113222748,1.341860661,2.003006909,3.35918879,3.177490189,4.343819288,4.266580513,2.236979272,1.953835443,1.501385881,0.072024666,-0.157889767,0.461378966,0.242398538,1.114379589,0.070220054,0.012973559,1.228343373,-0.246465907,1.269233833,0.539517168,-0.363010152,-5.966381977,-7.698066158,-8.258037829,-8.343506871,-7.683814148,-6.830291797,-4.158877685,-2.280267434,0.02723714,1.751517646,7.408372189,9.139817387,9.578491553,10.65206783,8.845051067,7.714539276,6.124018726,5.184825382,4.660093476,5.067435458,4.510650713,4.805144185,3.900498038,3.610373605,3.575217729,2.998203842,1.904596007,0.357979405,-0.488947507,-0.233477698,1.019939061,1.51107358,2.761538016,2.826656476,3.492069124,3.953398506,4.469505061,5.344013141,6.324933962,5.238631621,4.533144688,3.314989829,3.239558964,3.772334207,3.41670021,2.769742194,3.576334028,3.363844654,2.984597708,3.303362162,3.233044803,3.589193626,3.518066573,3.295592083,3.144934562,4.279026207,3.306394809,2.744323871,2.698913223,2.459782437,2.091890879,1.860846641,1.082403829,0.875281398,1.029744939,0.493176803,0.334500733,0.400674986,0.348990908,0.248702417,0.218163459,0.448971326,0.207244364,0.028238209,-2.748104363,-5.545040191,-7.672031485,-8.847062942,-9.015716932,-8.526931226,-7.747426243,-7.149585488,-5.851570606,-4.777585477,-1.210935616,2.573296386,6.054144609,9.777926829,12.85006216,14.63734591,14.59896286,14.67056236,13.92027639,12.75247002
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0.065882592,0.131808589,0.19777802,0.263790914,0.329847298,0.395947202,0.462090655,0.528277684,0.594508319,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.950603252,1.241258361,1.532750319,1.825081535,2.118254426,2.412271414,2.707134931,3.002847414,3.299411307,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.231399785,2.86725953,2.504403751,2.142827915,1.782527509,1.423498032,1.065735002,0.709233952,0.35399043,0,0,0,0.780433418,1.566957598,2.359620077,3.158468758,3.963551921,4.774918222,5.592616697,6.416696765,7.247208228,8.08420128,7.797684034,7.481003537,7.175835048,6.886714389,6.617853744,6.244613254,5.9495259,5.574924482,5.297529562,3.562062451,2.931266051,1.846346512,1.886015688,-0.662317082,-2.943916917,-3.067106003,-2.908447539,-2.237635103,-0.671264803,0.625538819,0.213469781,1.190512709,1.102073387,3.200977497,5.289623434,5.048701552,4.549158236,3.444734907,1.344693876,0.582422842,0.476575784,-0.500767488,-1.102830676,-1.011152141,-0.968608356,-0.797664344,-0.664490036,-0.212983028,-0.020471257,0.369046264,0.930733066,1.615822352,1.751354016,1.628807154,1.497717143,1.379445513,1.079079808,0.217944422,-0.638404067,-0.777089857,-0.670768849
Bahrain,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.079318441,0.135071237,0.190855093,0.246670025,0.30251605,0.358393187,0.414301452,0.470240863,0.526211437,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,1.635773374,2.700369197,3.776116253,4.863131348,5.96153251,7.071439004,8.192971343,9.326251305,10.47140194,11.62854759,11.62854759,11.62854759,11.62854759,11.62854759,11.62854759,11.62854759,10.82227109,10.01648958,9.207010328,8.395978214,7.566284259,6.725585073,5.859754642,4.956139737,4.02183461,3.055070911,2.809413975,2.599037596,2.448528321,2.350937986,2.341278101,2.365301144,2.437803657,2.539433322,2.687026639,2.90973497,3.285831816,3.659352699,3.867301156,4.057665946,2.14104578,2.767168296,2.708407355,2.290240577,1.478722513,1.482073381,0.800424152,0.504305004,0.372829067,-0.037485081,1.09617123,0.006739858,-0.43019475,-0.339104649,0.031725919,-0.667213672,-0.337099017,-0.091766705,0.15109422,-0.168086692,0.373929306,0.680827285,0.915758242,1.156442139,1.465276733,2.113557869,2.232542695,2.087267989,2.094020627,2.78348182,3.261329116,3.544894439,4.077182166,4.23345754,1.365950943,0.872268472,0.60468995
Bangladesh,-0.026011113,-0.026011113,-0.026011113,-0.026011113,-0.026011113,-0.026011113,-0.026011113,-0.026011113,-0.026011113,-0.026011113,-0.026011113,-0.023471197,-0.020931217,-0.018391173,-0.015851064,-0.01331089,-0.010770652,-0.00823035,-0.005689982,-0.003149551,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.000609054,-0.00042421,-0.000239364,-5.45188E-05,0.000130327,0.000315173,0.00050002,0.000684867,0.000869714,0.001054562,0.00123941,0.00123941,0.00123941,0.00123941,0.00123941,0.00123941,0.00123941,0.00123941,0.00123941,0.00123941,0.00123941,0.024046943,0.046859679,0.069677618,0.09250076,0.115329108,0.138162663,0.161001425,0.183845396,0.206694577,0.22954897,0.22954897,0.22954897,0.22954897,0.22954897,0.49775572,0.133449596,0.539201397,0.589429535,0.271289795,0.686824757,-0.320113792,0.412237122,0.623119212,0.735847887,0.176804254,-0.266041963,0.971923566,0.901478025,0.363862833,0.254478906,1.38903653,1.374304882,1.219667517,1.069090864,1.091630124,2.111700264,-0.25630054,-0.177791316,1.895212894,1.517753921,1.286672706,0.50994614,0.19117974,0.729661611,0.718391745,0.776048902,1.274467542,-0.192464263,-0.135148036,-0.921664223,-0.164696923,0.177611285,-0.018454031,-0.163209558,0.109036434,0.038488075,0.132773039,1.520978453,0.530410156,1.343148326,0.456974217,0.114877755,0.417601742,-0.006744742,-0.258487762,-0.225213117,-0.431171995,-0.545203352,-0.769543821,-0.555722,-0.291408754,-0.425865927,-0.023793259,-0.199563629,-0.244141043,-1.135578907,-0.901461557,-0.797637351,-0.757472416,-1.455038937,-1.488861646,-1.198657264,-1.488393177,-1.271667328,-1.730963842,-0.265447817,-0.584832862,-0.966933185,-0.772993248,0.088643771,0.409495987,0.030610341,0.823169105,0.730261043,1.811793248,0.903489222,0.865518536,1.958841446,1.566685822,1.457580028,0.385203242,-0.849221659,-1.76904031,-0.731038487,-1.380165676,-1.093904775,-0.884499014,-1.160653725,-0.927593965,-1.376229903,-0.62626727,0.718105095,1.120123088,0.455764,0.873106917,0.879998973,1.315123962,1.001373209,0.89362846,1.567729475,1.669797548,2.154348634,2.217603044,2.162061398,2.40646599,2.46918236,2.607811297,2.848608617,3.086149778,3.021128112,3.200811387,3.095140368,3.108948124,3.284660591,3.341109413,3.570857045,3.724972354,3.87627969,4.062826841,4.188840046,4.403013282
Barbados,0,0,0,0,0,0,0,0,0,0,0,0.065882592,0.131808589,0.19777802,0.263790914,0.329847298,0.395947202,0.462090655,0.528277684,0.594508319,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.743328052,0.825941206,0.908622106,0.991370807,1.074187365,1.157071835,1.240024274,1.323044737,1.406133279,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.841514904,2.194962269,2.549636296,2.905541241,3.262681376,3.621060989,3.980684381,4.341555868,4.703679782,5.067060471,5.294726275,5.646433858,4.532384785,4.481280882,5.059112947,4.921168573,5.437857865,5.5962564,5.807898352,6.204756469,5.562713981,4.734508082,5.474311038,6.277146747,4.902607426,4.925542923,4.257283128,4.066459818,4.094905222,3.619113937,3.243352645,2.599327393,2.411518337,1.442002866,1.715534834,1.73749409,1.550718969,1.342172674,0.885953915,0.068967556,-0.157175125,-0.377746352,-0.303281229,-0.206878296,-0.008624919,-0.151828406,0.085787308,0.390672657,0.125218237,0.712887138,0.895597555,1.720522106,1.853745866,1.829285097,1.986271161,2.261721018,1.995097376,1.438715296,0.985046924,0.799227087,1.137443911
